Time,Level,Event ID,Event,Tag(s),Event Origin,Target,Action By,Manager,Description
"May 12, 2025 23:08:03",Info,2206,Security Update: Pattern Update on Agents/Appliances Skipped,,Agent,KSDC01.keshet.dom,System,hbp00525s-798,"Security Update: Pattern Update on Agents/Appliances skipped

Agent/Appliance Event(s):

Time: May 12, 2025 23:07:58
Level: Info
Event ID: 9020
Event: Security Update: Pattern Update on Agents/Appliances Skipped
Description: Deep Security Agent did not perform a pattern update because Anti-malware is off. Pattern updates are necessary only when using the Anti-malware feature.

Update skipped because the AM feature is off"
"May 12, 2025 23:01:34",Info,273,Security Update: Security Update Check and Download Requested,,Manager,KSDC01.keshet.dom,System,job00124-3692,No Description
"May 12, 2025 22:11:03",Info,1671,Scan for Integrity Completed,,Agent,KSDC01.keshet.dom,System,hbp00523s-798,"Scan for Integrity Completed

Agent/Appliance Event(s):

Time: May 12, 2025 22:10:58
Level: Info
Event ID: 8002
Event: Scan for Change Completed
Description: Scan for change completed in 113 seconds. 3 changes cataloged"
"May 12, 2025 12:09:51",Info,2206,Security Update: Pattern Update on Agents/Appliances Skipped,,Agent,KSDC01.keshet.dom,System,hbp00524s-798,"Security Update: Pattern Update on Agents/Appliances skipped

Agent/Appliance Event(s):

Time: May 12, 2025 12:09:47
Level: Info
Event ID: 9020
Event: Security Update: Pattern Update on Agents/Appliances Skipped
Description: Deep Security Agent did not perform a pattern update because Anti-malware is off. Pattern updates are necessary only when using the Anti-malware feature.

Update skipped because the AM feature is off"
"May 12, 2025 12:03:54",Info,273,Security Update: Security Update Check and Download Requested,,Manager,KSDC01.keshet.dom,System,job00125-3692,No Description
"May 12, 2025 11:02:46",Info,710,Events Retrieved,,Agent,KSDC01.keshet.dom,System,hbp00525s-798,"Agent/Appliance Event(s):

Time: May 12, 2025 11:02:42
Level: Info
Event ID: 2000
Event: Policy Sent
Description: Security Policy sent to computer."
"May 12, 2025 11:02:46",Info,2206,Security Update: Pattern Update on Agents/Appliances Skipped,,Agent,KSDC01.keshet.dom,System,hbp00525s-798,"Security Update: Pattern Update on Agents/Appliances skipped

Agent/Appliance Event(s):

Time: May 12, 2025 11:02:41
Level: Info
Event ID: 9020
Event: Security Update: Pattern Update on Agents/Appliances Skipped
Description: Deep Security Agent did not perform a pattern update because Anti-malware is off. Pattern updates are necessary only when using the Anti-malware feature.

Update skipped because the AM feature is off"
"May 12, 2025 11:02:42",Info,720,Policy Sent,,Agent,KSDC01.keshet.dom,System,hbp00524s-798,The policy (fingerprint B3:37:C3:A4:02:70:CA:DF:55:CC:7A:F1:B0:B3:CC:B9:48:5D:D1:01) was successfully sent to the agent.
"May 12, 2025 11:02:37",Info,256,Send Policy Requested,,Manager,KSDC01.keshet.dom,Alexander Tomchuk (urn:cloudone:identity:de-1:865801819801:v1-user/f6272eea-2e90-4210-8b78-5dd9b8fa3e45),gui24-3692,No Description
"May 12, 2025 11:02:34",Info,268,Get Events Requested,,Manager,KSDC01.keshet.dom,Alexander Tomchuk (urn:cloudone:identity:de-1:865801819801:v1-user/f6272eea-2e90-4210-8b78-5dd9b8fa3e45),gui24-3692,No Description
"May 12, 2025 10:55:48",Info,710,Events Retrieved,,Agent,KSDC01.keshet.dom,System,hbp00524s-798,"Agent/Appliance Event(s):

Time: May 12, 2025 10:55:22
Level: Info
Event ID: 2000
Event: Policy Sent
Description: Security Policy sent to computer."
"May 12, 2025 10:55:23",Info,720,Policy Sent,,Agent,KSDC01.keshet.dom,System,hbp00524s-798,The policy (fingerprint B3:37:C3:A4:02:70:CA:DF:55:CC:7A:F1:B0:B3:CC:B9:48:5D:D1:01) was successfully sent to the agent.
